アイテム名,URL,フレーバーテキスト
"孤絶した神授塔","https://kamikouryaku.net/eldenring/?%E5%AD%A4%E7%B5%B6%E3%81%97%E3%81%9F%E7%A5%9E%E6%8E%88%E5%A1%94","（フレーバーテキストなし）"
"産まれなき者の大ルーン","https://kamikouryaku.net/eldenring/?%E7%94%A3%E3%81%BE%E3%82%8C%E3%81%AA%E3%81%8D%E8%80%85%E3%81%AE%E5%A4%A7%E3%83%AB%E3%83%BC%E3%83%B3","満月の女王、レナラの抱く琥珀のタマゴ
産まれなかったデミゴッドの大ルーン
「産まれ直し」を完全なものにする
レナラの産み直した子供たちは
皆脆弱であり、また短命である
それは完全ではなかったのだ"
"hf7358aa","https://kamikouryaku.net/eldenring/?%E8%B2%B4%E9%87%8D%E5%93%81#hf7358aa","（フレーバーテキストなし）"
"緋色の結晶雫","https://kamikouryaku.net/eldenring/?%E7%B7%8B%E8%89%B2%E3%81%AE%E7%B5%90%E6%99%B6%E9%9B%AB","緋雫の聖杯瓶の回復量に影響するモノ（マレニアの大ルーン、緋色種子のタリスマン、緋雫スカラベ、しろがねの覆面、守人の服（花咲））の効果は受けない。
またしろがね壺や天使の翼の効果中でも問題なく使用できるという特徴もある。"
"小黄金樹(王都外廓)","https://kamikouryaku.net/eldenring/?%E5%B0%8F%E9%BB%84%E9%87%91%E6%A8%B9%28%E7%8E%8B%E9%83%BD%E5%A4%96%E5%BB%93%29","（フレーバーテキストなし）"
"緋溢れの結晶雫","https://kamikouryaku.net/eldenring/?%E7%B7%8B%E6%BA%A2%E3%82%8C%E3%81%AE%E7%B5%90%E6%99%B6%E9%9B%AB","（フレーバーテキストなし）"
"小黄金樹(アルター高原)","https://kamikouryaku.net/eldenring/?%E5%B0%8F%E9%BB%84%E9%87%91%E6%A8%B9%28%E3%82%A2%E3%83%AB%E3%82%BF%E3%83%BC%E9%AB%98%E5%8E%9F%29","（フレーバーテキストなし）"
"ミミズ顔","https://kamikouryaku.net/eldenring/?%E3%83%9F%E3%83%9F%E3%82%BA%E9%A1%94","写し身の雫や傀儡などの褪せ人タイプの霊体には死の状態異常が有効であり、発症すると即死するので相性が悪い。霊体は死を蓄積するガスに触れても離れようとしないため、あっという間に即死してしまう。
死の状態異常が効かない霊体、例えば失地騎士、イングヴァルなどの耐久力の高い霊体を召喚すれば、安定して戦ってくれる。"
"緋湧きの結晶雫","https://kamikouryaku.net/eldenring/?%E7%B7%8B%E6%B9%A7%E3%81%8D%E3%81%AE%E7%B5%90%E6%99%B6%E9%9B%AB","（フレーバーテキストなし）"
"小黄金樹(啜り泣きの半島)","https://kamikouryaku.net/eldenring/?%E5%B0%8F%E9%BB%84%E9%87%91%E6%A8%B9%28%E5%95%9C%E3%82%8A%E6%B3%A3%E3%81%8D%E3%81%AE%E5%8D%8A%E5%B3%B6%29","（フレーバーテキストなし）"
"緋湧きの枯れ雫","https://kamikouryaku.net/eldenring/?%E7%B7%8B%E6%B9%A7%E3%81%8D%E3%81%AE%E6%9E%AF%E3%82%8C%E9%9B%AB","（フレーバーテキストなし）"
"焼炉のゴーレム","https://kamikouryaku.net/eldenring/?%E7%84%BC%E7%82%89%E3%81%AE%E3%82%B4%E3%83%BC%E3%83%AC%E3%83%A0","曲がった角に囲まれた石の面は
角人たちの伝承にある、火の悪神である"
"青色の結晶雫","https://kamikouryaku.net/eldenring/?%E9%9D%92%E8%89%B2%E3%81%AE%E7%B5%90%E6%99%B6%E9%9B%AB","（フレーバーテキストなし）"
"小黄金樹(湖のリエーニエ西部)","https://kamikouryaku.net/eldenring/?%E5%B0%8F%E9%BB%84%E9%87%91%E6%A8%B9%28%E6%B9%96%E3%81%AE%E3%83%AA%E3%82%A8%E3%83%BC%E3%83%8B%E3%82%A8%E8%A5%BF%E9%83%A8%29","（フレーバーテキストなし）"
"小黄金樹(巨人たちの山嶺)","https://kamikouryaku.net/eldenring/?%E5%B0%8F%E9%BB%84%E9%87%91%E6%A8%B9%28%E5%B7%A8%E4%BA%BA%E3%81%9F%E3%81%A1%E3%81%AE%E5%B1%B1%E5%B6%BA%29","（フレーバーテキストなし）"
"緑溢れの結晶雫","https://kamikouryaku.net/eldenring/?%E7%B7%91%E6%BA%A2%E3%82%8C%E3%81%AE%E7%B5%90%E6%99%B6%E9%9B%AB","（フレーバーテキストなし）"
"小黄金樹(リムグレイブ)","https://kamikouryaku.net/eldenring/?%E5%B0%8F%E9%BB%84%E9%87%91%E6%A8%B9%28%E3%83%AA%E3%83%A0%E3%82%B0%E3%83%AC%E3%82%A4%E3%83%96%29","小黄金樹の周囲には雫スカラベがいるので、聖杯瓶の数が減っていたら倒して回復しよう。
近くには地下世界であるシーフラ河へと続くシーフラ河の井戸がある。"
"緑湧きの結晶雫","https://kamikouryaku.net/eldenring/?%E7%B7%91%E6%B9%A7%E3%81%8D%E3%81%AE%E7%B5%90%E6%99%B6%E9%9B%AB","重複できない亀首漬けと緑亀のタリスマンを除き、スタミナ回復速度を高めるバフを全て重複させた場合、スタミナ回復速度の上昇量は+56/秒となる。
通常時のスタミナ回復速度は45/秒なので、そこにバフによる上昇分を加算するとスタミナ回復速度は101/秒、通常時の約2.24倍となる。
ちなみに、装備重量が「重量」や「重量過多」の場合はスタミナ回復速度に-20%または-30%のペナルティを受けるが、バフによる上昇分も含めて適用されるため、上記のバフを全て重複させるとスタミナ回復速度が通常時の約2.24倍となる点は「重量」や「重量過多」でも同じである。"
"小黄金樹(ケイリッド北西)","https://kamikouryaku.net/eldenring/?%E5%B0%8F%E9%BB%84%E9%87%91%E6%A8%B9%28%E3%82%B1%E3%82%A4%E3%83%AA%E3%83%83%E3%83%89%E5%8C%97%E8%A5%BF%29","（フレーバーテキストなし）"
"筋力瘤の結晶雫","https://kamikouryaku.net/eldenring/?%E7%AD%8B%E5%8A%9B%E7%98%A4%E3%81%AE%E7%B5%90%E6%99%B6%E9%9B%AB","（フレーバーテキストなし）"
"嵐丘のボロ家","https://kamikouryaku.net/eldenring/?%E5%B5%90%E4%B8%98%E3%81%AE%E3%83%9C%E3%83%AD%E5%AE%B6","（フレーバーテキストなし）"
"技量瘤の結晶雫","https://kamikouryaku.net/eldenring/?%E6%8A%80%E9%87%8F%E7%98%A4%E3%81%AE%E7%B5%90%E6%99%B6%E9%9B%AB","（フレーバーテキストなし）"
"知力瘤の結晶雫","https://kamikouryaku.net/eldenring/?%E7%9F%A5%E5%8A%9B%E7%98%A4%E3%81%AE%E7%B5%90%E6%99%B6%E9%9B%AB","（フレーバーテキストなし）"
"信仰瘤の結晶雫","https://kamikouryaku.net/eldenring/?%E4%BF%A1%E4%BB%B0%E7%98%A4%E3%81%AE%E7%B5%90%E6%99%B6%E9%9B%AB","（フレーバーテキストなし）"
"亜人森の廃墟","https://kamikouryaku.net/eldenring/?%E4%BA%9C%E4%BA%BA%E6%A3%AE%E3%81%AE%E5%BB%83%E5%A2%9F","（フレーバーテキストなし）"
"真珠色の硬雫","https://kamikouryaku.net/eldenring/?%E7%9C%9F%E7%8F%A0%E8%89%B2%E3%81%AE%E7%A1%AC%E9%9B%AB","カット率の計算は加算ではなく乗算。
表記物理カット率が20％の場合、受けるダメージは本来の0.8倍という状態。ここに被ダメ0.85倍を加えると、0.8×0.85=0.68となり、表記物理カット率は32％となる。"
"小黄金樹(グレイオールの竜塚)","https://kamikouryaku.net/eldenring/?%E5%B0%8F%E9%BB%84%E9%87%91%E6%A8%B9%28%E3%82%B0%E3%83%AC%E3%82%A4%E3%82%AA%E3%83%BC%E3%83%AB%E3%81%AE%E7%AB%9C%E5%A1%9A%29","（フレーバーテキストなし）"
"斑彩色の硬雫","https://kamikouryaku.net/eldenring/?%E6%96%91%E5%BD%A9%E8%89%B2%E3%81%AE%E7%A1%AC%E9%9B%AB","（フレーバーテキストなし）"
"鉛色の硬雫","https://kamikouryaku.net/eldenring/?%E9%89%9B%E8%89%B2%E3%81%AE%E7%A1%AC%E9%9B%AB","（フレーバーテキストなし）"
"小黄金樹(ゲルミア火山)","https://kamikouryaku.net/eldenring/?%E5%B0%8F%E9%BB%84%E9%87%91%E6%A8%B9%28%E3%82%B2%E3%83%AB%E3%83%9F%E3%82%A2%E7%81%AB%E5%B1%B1%29","（フレーバーテキストなし）"
"弾く硬雫","https://kamikouryaku.net/eldenring/?%E5%BC%BE%E3%81%8F%E7%A1%AC%E9%9B%AB","ガードということで盾の採用が真っ先に思いつくが、両手持ちした武器のガードもジャストガードで強固なものにしてくれる。ジャストガードに失敗したときがハイリスクではあるが、両手剣のタリスマンと併用できる強みがある。"
"魔力纏いの割れ雫","https://kamikouryaku.net/eldenring/?%E9%AD%94%E5%8A%9B%E7%BA%8F%E3%81%84%E3%81%AE%E5%89%B2%E3%82%8C%E9%9B%AB","（フレーバーテキストなし）"
"小黄金樹(湖のリエーニエ東部)","https://kamikouryaku.net/eldenring/?%E5%B0%8F%E9%BB%84%E9%87%91%E6%A8%B9%28%E6%B9%96%E3%81%AE%E3%83%AA%E3%82%A8%E3%83%BC%E3%83%8B%E3%82%A8%E6%9D%B1%E9%83%A8%29","（フレーバーテキストなし）"
"炎纏いの割れ雫","https://kamikouryaku.net/eldenring/?%E7%82%8E%E7%BA%8F%E3%81%84%E3%81%AE%E5%89%B2%E3%82%8C%E9%9B%AB","（フレーバーテキストなし）"
"雷纏いの割れ雫","https://kamikouryaku.net/eldenring/?%E9%9B%B7%E7%BA%8F%E3%81%84%E3%81%AE%E5%89%B2%E3%82%8C%E9%9B%AB","（フレーバーテキストなし）"
"聖纏いの割れ雫","https://kamikouryaku.net/eldenring/?%E8%81%96%E7%BA%8F%E3%81%84%E3%81%AE%E5%89%B2%E3%82%8C%E9%9B%AB","（フレーバーテキストなし）"
"岩棘の割れ雫","https://kamikouryaku.net/eldenring/?%E5%B2%A9%E6%A3%98%E3%81%AE%E5%89%B2%E3%82%8C%E9%9B%AB","（フレーバーテキストなし）"
"用語集","https://kamikouryaku.net/eldenring/?%E7%94%A8%E8%AA%9E%E9%9B%86#power_to_break_stance","ちなみに、ガード強度とは別に弾きやすさとも言える隠しパラメータが設定されている。
これは盾で敵の攻撃をガードした時に、どれだけの攻撃を弾いて敵をよろめかせることができるのかを決めるものである。
基本的に小盾＜中盾＜大盾の順で弾きやすく、大盾の中でも蟻の頭甲は他の大盾と比べ弾き返せる攻撃が多い。
なお、PvPではどの盾だろうが蟻の頭甲だろうが攻撃を弾き返すことはできないので注意。
余談だが、以前は蟻の頭甲以外の大盾は金属や木製など材質によって弾きやすさが異なるとされていたことがあり、当wikiの一部大盾のコメント欄ではその点に触れたものも見受けられるが、内部データの解析などにより本当にそのような区分が存在するのかは疑問視されている。"
"大棘の割れ雫","https://kamikouryaku.net/eldenring/?%E5%A4%A7%E6%A3%98%E3%81%AE%E5%89%B2%E3%82%8C%E9%9B%AB","（フレーバーテキストなし）"
"用語集","https://kamikouryaku.net/eldenring/?%E7%94%A8%E8%AA%9E%E9%9B%86#charge","ちなみに、ガード強度とは別に弾きやすさとも言える隠しパラメータが設定されている。
これは盾で敵の攻撃をガードした時に、どれだけの攻撃を弾いて敵をよろめかせることができるのかを決めるものである。
基本的に小盾＜中盾＜大盾の順で弾きやすく、大盾の中でも蟻の頭甲は他の大盾と比べ弾き返せる攻撃が多い。
なお、PvPではどの盾だろうが蟻の頭甲だろうが攻撃を弾き返すことはできないので注意。
余談だが、以前は蟻の頭甲以外の大盾は金属や木製など材質によって弾きやすさが異なるとされていたことがあり、当wikiの一部大盾のコメント欄ではその点に触れたものも見受けられるが、内部データの解析などにより本当にそのような区分が存在するのかは疑問視されている。"
"連棘の割れ雫","https://kamikouryaku.net/eldenring/?%E9%80%A3%E6%A3%98%E3%81%AE%E5%89%B2%E3%82%8C%E9%9B%AB","というわけで最大で1.06*1.08*1.13*1.11*1.13*1.2*1.11*1.13*1.2の2.93倍の効果を実現できた
問題はエレオノーラのタメR2を立て続けに食らってくれる優しいボスは
化身さんくらいしかいないことである"
"小黄金樹(聖別雪原)","https://kamikouryaku.net/eldenring/?%E5%B0%8F%E9%BB%84%E9%87%91%E6%A8%B9%28%E8%81%96%E5%88%A5%E9%9B%AA%E5%8E%9F%29","（フレーバーテキストなし）"
"緋吸いの割れ雫","https://kamikouryaku.net/eldenring/?%E7%B7%8B%E5%90%B8%E3%81%84%E3%81%AE%E5%89%B2%E3%82%8C%E9%9B%AB","（フレーバーテキストなし）"
"青吸いの割れ雫","https://kamikouryaku.net/eldenring/?%E9%9D%92%E5%90%B8%E3%81%84%E3%81%AE%E5%89%B2%E3%82%8C%E9%9B%AB","（フレーバーテキストなし）"
"ボニ村","https://kamikouryaku.net/eldenring/?%E3%83%9C%E3%83%8B%E6%9D%91","（フレーバーテキストなし）"
"吸血の割れ雫","https://kamikouryaku.net/eldenring/?%E5%90%B8%E8%A1%80%E3%81%AE%E5%89%B2%E3%82%8C%E9%9B%AB","（フレーバーテキストなし）"
"アンテの廃墟","https://kamikouryaku.net/eldenring/?%E3%82%A2%E3%83%B3%E3%83%86%E3%81%AE%E5%BB%83%E5%A2%9F","（フレーバーテキストなし）"
"細枝の割れ雫","https://kamikouryaku.net/eldenring/?%E7%B4%B0%E6%9E%9D%E3%81%AE%E5%89%B2%E3%82%8C%E9%9B%AB","（フレーバーテキストなし）"
"羽の結晶雫","https://kamikouryaku.net/eldenring/?%E7%BE%BD%E3%81%AE%E7%B5%90%E6%99%B6%E9%9B%AB","（フレーバーテキストなし）"
"死の鳥","https://kamikouryaku.net/eldenring/?%E6%AD%BB%E3%81%AE%E9%B3%A5","鳥たちは墓所の火守りであり
炉の内から、遺体の燃えがらを掻き出すという"
"風の結晶雫","https://kamikouryaku.net/eldenring/?%E9%A2%A8%E3%81%AE%E7%B5%90%E6%99%B6%E9%9B%AB","（フレーバーテキストなし）"
"すずらんの結晶雫","https://kamikouryaku.net/eldenring/?%E3%81%99%E3%81%9A%E3%82%89%E3%82%93%E3%81%AE%E7%B5%90%E6%99%B6%E9%9B%AB","（フレーバーテキストなし）"
"緋色の泡雫","https://kamikouryaku.net/eldenring/?%E7%B7%8B%E8%89%B2%E3%81%AE%E6%B3%A1%E9%9B%AB","（フレーバーテキストなし）"
"緋色渦の泡雫","https://kamikouryaku.net/eldenring/?%E7%B7%8B%E8%89%B2%E6%B8%A6%E3%81%AE%E6%B3%A1%E9%9B%AB","逆に、対象外である打撃や斬撃などの物理属性ダメージには効果を発揮せず、物理+非物理複合属性の攻撃を受けた場合は物理属性分のダメージはそのまま受けてしまう。また、毒や出血などの状態異常ダメージおよび蓄積は一切防げず、被弾による怯みや硬直の発生までは無効化できない点には注意が必要。"
"真珠色の泡雫","https://kamikouryaku.net/eldenring/?%E7%9C%9F%E7%8F%A0%E8%89%B2%E3%81%AE%E6%B3%A1%E9%9B%AB","（フレーバーテキストなし）"
"青色の秘雫","https://kamikouryaku.net/eldenring/?%E9%9D%92%E8%89%B2%E3%81%AE%E7%A7%98%E9%9B%AB","（フレーバーテキストなし）"
"緑色の秘雫","https://kamikouryaku.net/eldenring/?%E7%B7%91%E8%89%B2%E3%81%AE%E7%A7%98%E9%9B%AB","（フレーバーテキストなし）"
"浄血の結晶雫","https://kamikouryaku.net/eldenring/?%E6%B5%84%E8%A1%80%E3%81%AE%E7%B5%90%E6%99%B6%E9%9B%AB","ニーヒルによるダメージ自体は緋雫の聖杯瓶等でHPを回復すれば耐えることはできるが、基本的にはこちらの使った方が安全かつ効率もいいのでオススメ。
浄血の結晶雫を配合した霊薬を飲んでおけばHPを回復する手間が不要になるので、ニーヒル中はモーグへの攻撃に集中することができるというメリットもある。"
"第二マリカ教会","https://kamikouryaku.net/eldenring/?%E7%AC%AC%E4%BA%8C%E3%83%9E%E3%83%AA%E3%82%AB%E6%95%99%E4%BC%9A","複数あるマリカ教会の一つであるが、祝福は存在しない。"
"純紫の血指、エレオノーラ","https://kamikouryaku.net/eldenring/?%E7%B4%94%E7%B4%AB%E3%81%AE%E8%A1%80%E6%8C%87%E3%80%81%E3%82%A8%E3%83%AC%E3%82%AA%E3%83%8E%E3%83%BC%E3%83%A9","強力な専用戦技を持つエレオノーラの双薙刀を装備しており、血の指NPC特有の出血狙いの猛攻を仕掛けてくる。特に連続斬りは食らうと一気に出血が蓄積してしまうので危険である。"
"破裂した結晶雫","https://kamikouryaku.net/eldenring/?%E7%A0%B4%E8%A3%82%E3%81%97%E3%81%9F%E7%B5%90%E6%99%B6%E9%9B%AB","（フレーバーテキストなし）"
"油ぎった雫","https://kamikouryaku.net/eldenring/?%E6%B2%B9%E3%81%8E%E3%81%A3%E3%81%9F%E9%9B%AB","油壺や大油壺と比較すると、あちらは炎カット率がそれぞれ-50%と-65%なのに対し、こちらは-20%と効果量では大幅に劣る。
一方、油まみれは炎属性のダメージを受けると解除されるため、油壺・大油壺では炎属性の与ダメージを強化できるのは一度だけである。それに対し、こちらは密着している限り常に敵を油まみれにすることができるため、効果時間中は何度でも炎属性の与ダメージ1.2倍の効果を得ることができるというメリットがある。
このような特性から、本霊薬は炎属性の近接攻撃を用いたインファイトに向いていると言える。
また、火よ、力を！や炎纏いの割れ雫と併用すれば、炎属性の与ダメージをさらに強化できる。
なお、油壺や大油壺とは効果が重複せず上書きし合う。"
"nf9b7f44","https://kamikouryaku.net/eldenring/?%E8%B2%B4%E9%87%8D%E5%93%81#nf9b7f44","（フレーバーテキストなし）"
"メモリ・ストーン","https://kamikouryaku.net/eldenring/?%E3%83%A1%E3%83%A2%E3%83%AA%E3%83%BB%E3%82%B9%E3%83%88%E3%83%BC%E3%83%B3","黒く薄い謎めいた石
それを加工した、魔術師たちの秘宝
記憶スロットを増やす
それは、かつて永遠の都が見上げた
黒い月の欠片であるという"
"お守り袋","https://kamikouryaku.net/eldenring/?%E3%81%8A%E5%AE%88%E3%82%8A%E8%A2%8B","指読みの老婆が、王に
あるいは王たらんとする者に贈る
萎びた手編みの小袋
タリスマンの装備数を増やす
二本指の声として、永遠を生きる指読みは
王の乳母でもあるという"
"z32dc6a0","https://kamikouryaku.net/eldenring/?%E8%B2%B4%E9%87%8D%E5%93%81#z32dc6a0","（フレーバーテキストなし）"
"完全律の修復ルーン","https://kamikouryaku.net/eldenring/?%E5%AE%8C%E5%85%A8%E5%BE%8B%E3%81%AE%E4%BF%AE%E5%BE%A9%E3%83%AB%E3%83%BC%E3%83%B3","金仮面卿が見出したルーン
エルデの王が、壊れかけのエルデンリングを掲げる時
その修復に使用できる
それは、黄金律を完全にせんとする
超越的視座のルーンである
現黄金律の不完全は、即ち視座の揺らぎであった
人のごとき、心持つ神など不要であり
律の瑕疵であったのだ"
"聖職者コリン","https://kamikouryaku.net/eldenring/?%E8%81%96%E8%81%B7%E8%80%85%E3%82%B3%E3%83%AA%E3%83%B3#t24988e4","（フレーバーテキストなし）"
"エンディング分岐","https://kamikouryaku.net/eldenring/?%E3%82%A8%E3%83%B3%E3%83%87%E3%82%A3%E3%83%B3%E3%82%B0%E5%88%86%E5%B2%90#seb58270","（フレーバーテキストなし）"
"死王子の修復ルーン","https://kamikouryaku.net/eldenring/?%E6%AD%BB%E7%8E%8B%E5%AD%90%E3%81%AE%E4%BF%AE%E5%BE%A9%E3%83%AB%E3%83%BC%E3%83%B3","死衾の乙女、フィアが宿したルーン
エルデの王が、壊れかけのエルデンリングを掲げる時
その修復に使用できる
それは、２つの欠環が合わさった聖痕であり
死に生きる理を、律の一部とするものである
黄金律は、運命の死を取り除くことで始まった
ならば新しい律は、死の回帰となるであろう"
"死衾の乙女、フィア","https://kamikouryaku.net/eldenring/?%E6%AD%BB%E8%A1%BE%E3%81%AE%E4%B9%99%E5%A5%B3%E3%80%81%E3%83%95%E3%82%A3%E3%82%A2#t24988e4","円卓の鍛冶屋ヒューグの横の部屋にいるNPC。
英雄を抱くことで、生きる意志や力を分けてもらい、その後に偉大な方の遺体と同衾することで再びの生を与えることが出来るという。"
"忌み呪いの修復ルーン","https://kamikouryaku.net/eldenring/?%E5%BF%8C%E3%81%BF%E5%91%AA%E3%81%84%E3%81%AE%E4%BF%AE%E5%BE%A9%E3%83%AB%E3%83%BC%E3%83%B3","糞喰いが宿した忌まわしいルーン
エルデの王が、壊れかけのエルデンリングを掲げる時
その修復に使用できる
それは、子も、孫も、その先も
永遠に続く忌み呪いの病巣である
律のすべてが穢れてしまえば
すべての穢れは、穢れでなくなる
すべての呪いに祝福あれ"
"糞喰い","https://kamikouryaku.net/eldenring/?%E7%B3%9E%E5%96%B0%E3%81%84#c7041556","（フレーバーテキストなし）"
"石剣の鍵","https://kamikouryaku.net/eldenring/?%E7%9F%B3%E5%89%A3%E3%81%AE%E9%8D%B5","剣を模した石の鍵
インプ像の封印を解くが
使用すると、像に刺さったままとなり
アイテムとしては失われる
慎重に使うことをお勧めする"
"形見","https://kamikouryaku.net/eldenring/?%E5%BD%A2%E8%A6%8B#wc047e88","形見名説明
なし形見なし。過去は故郷に捨ててきた
緋琥珀のメダリオン緋色の琥珀が嵌めこまれたメダリオン。HPの最大値を上昇(6%)させる。(タリスマン)
狭間の地のルーン狭間の人々の瞳に宿る祝福。その黄金の残滓。使用により多くのルーンを得る。(3000ルーン)
黄金の種子狭間から流れ着いた黄金の種子。それは聖杯を鍛えるという。
牙鬼インプの遺灰小柄なゴーレムたちの遺灰。霊体が宿っているという。
ヒビ壺×3壊れても復元する不思議な壺(３個)。投擲壺アイテムの容器となる。
石剣の鍵×2剣を模した石の鍵(２個)。インプ像の封印を解き、壊れるという。
誘惑の枝×5敵を誘惑し魅了する、聖術の枝(５個)。デミゴッド、ミケラに由来するという。
ゆでエビ×5茹で上げられたエビの身肉(５個)。一定時間、物理カット率を高める。
シャブリリの禍人々に瞳を潰された男の、狂気の肖像。敵に狙われやすくなる。(タリスマン)"
"魔石剣の鍵","https://kamikouryaku.net/eldenring/?%E9%AD%94%E7%9F%B3%E5%89%A3%E3%81%AE%E9%8D%B5","剣を模した石の鍵
濃紺の魔力を帯びた、特別なもの
鐘楼に祀られた転送門の、インプ像の封印を解くが
使用すると、像に刺さったままとなり
アイテムとしては失われる
慎重に使うことをお勧めする"
"四鐘楼","https://kamikouryaku.net/eldenring/?%E5%9B%9B%E9%90%98%E6%A5%BC","（フレーバーテキストなし）"
"魔術街サリア","https://kamikouryaku.net/eldenring/?%E9%AD%94%E8%A1%93%E8%A1%97%E3%82%B5%E3%83%AA%E3%82%A2","（フレーバーテキストなし）"
"錆びた鍵","https://kamikouryaku.net/eldenring/?%E9%8C%86%E3%81%B3%E3%81%9F%E9%8D%B5","錆び付いた鉄の鍵
ストームヴィル城内の、施錠された扉を開く"
"客間の鍵","https://kamikouryaku.net/eldenring/?%E5%AE%A2%E9%96%93%E3%81%AE%E9%8D%B5","火山館の客間の鍵
その扉は、西に伸びる廊下の奥、左手にある"
"NPCイベント","https://kamikouryaku.net/eldenring/?NPC%E3%82%A4%E3%83%99%E3%83%B3%E3%83%88#kazankan","12. 災いの影を倒す
永遠の都、ノクステラの先の祝福「ノクステラ滝壺」から奥に敵対NPC「災いの影」が出現する。
倒すと、ラニと別れたのち「捨てられた王家の鍵」を入手。この鍵で魔術学院レアルカリアの祝福「レアルカリア大書庫」近くにある宝箱から「暗月の指輪」を入手する。
災いの影は黒炎をエンチャした特大剣を装備している。隠密していればプレイヤーに気づかないが、背後に障害物があるため背後致命を取れない。持っているのは特大剣であるため、両手持ちの攻撃ではパリィを取れない。片手持ちのみパリィ可能だが、2回パリィを決めないと致命の一撃を入れられない。"
"下水牢の鍵","https://kamikouryaku.net/eldenring/?%E4%B8%8B%E6%B0%B4%E7%89%A2%E3%81%AE%E9%8D%B5","糞喰いに渡された、汚れた鍵
王都ローデイルの地下にあるという
下水牢の施錠された扉を開く"
"捨てられた王家の鍵","https://kamikouryaku.net/eldenring/?%E6%8D%A8%E3%81%A6%E3%82%89%E3%82%8C%E3%81%9F%E7%8E%8B%E5%AE%B6%E3%81%AE%E9%8D%B5","月の王女ラニが、かつて肉体と共に棄てたはずの鍵
カーリアの王女に受け継がれる、宝箱を開くもの
今それは、レアルカリアの大書庫に
母たるレナラと共にあるという
Ver.1.00のテキスト
Ver.1.00のテキスト
魔女ラニが、かつて肉体と共に棄てたはずの鍵
カーリアの王女に受け継がれる、宝箱を開くもの
今それは、レアルカリアの大書庫に
母たるレナラと共にあるという"
"NPCイベント","https://kamikouryaku.net/eldenring/?NPC%E3%82%A4%E3%83%99%E3%83%B3%E3%83%88#rani","12. 災いの影を倒す
永遠の都、ノクステラの先の祝福「ノクステラ滝壺」から奥に敵対NPC「災いの影」が出現する。
倒すと、ラニと別れたのち「捨てられた王家の鍵」を入手。この鍵で魔術学院レアルカリアの祝福「レアルカリア大書庫」近くにある宝箱から「暗月の指輪」を入手する。
災いの影は黒炎をエンチャした特大剣を装備している。隠密していればプレイヤーに気づかないが、背後に障害物があるため背後致命を取れない。持っているのは特大剣であるため、両手持ちの攻撃ではパリィを取れない。片手持ちのみパリィ可能だが、2回パリィを決めないと致命の一撃を入れられない。"
"学院の輝石鍵","https://kamikouryaku.net/eldenring/?%E5%AD%A6%E9%99%A2%E3%81%AE%E8%BC%9D%E7%9F%B3%E9%8D%B5","魔術学院レアルカリア
その2つの門を閉ざす封印の鍵
封印に秘められた、転送の魔術を起動できる
輝石鍵は、その使用者を記憶する
一度使用したら、他人に譲渡することはできない
学院は、くだらぬ者を望まぬのだ
※1本目
魔術学院レアルカリア
その2つの門を閉ざす封印の鍵
封印に秘められた、転送の魔術を起動できる
この輝石鍵は、まだ真新しく
誰にも使用されていない
※2本目"
"輝石竜スマラグ","https://kamikouryaku.net/eldenring/?%E8%BC%9D%E7%9F%B3%E7%AB%9C%E3%82%B9%E3%83%9E%E3%83%A9%E3%82%B0","行動パターンは飛竜アギールとほぼ同じで、離れていると口から魔術（ほうき星）を発射する、というパターンが追加されているだけ。
魔力のブレスを吐いてくるので、魔力カットを強化しておくと安心。"
"サリアの封印鍵","https://kamikouryaku.net/eldenring/?%E3%82%B5%E3%83%AA%E3%82%A2%E3%81%AE%E5%B0%81%E5%8D%B0%E9%8D%B5","魔術師セレンから託された輝石鍵
幽閉されたルーサット師を閉じ込める
封印を解除できる
ケイリッドにある魔術街サリア
その魔術師が持っていたものだという
Ver.1.00のテキスト
Ver.1.00のテキスト
魔術師セレンから託された輝石鍵
幽閉されたルーサット師を閉じ込める
封印を解除できる
ケイリッドの南東にある魔術街サリア
その魔術師が持っていたものだという"
"カーリアの逆さ像","https://kamikouryaku.net/eldenring/?%E3%82%AB%E3%83%BC%E3%83%AA%E3%82%A2%E3%81%AE%E9%80%86%E3%81%95%E5%83%8F","天地逆さまの魔術学徒の像
神授塔に連なるカーリアの書院の
隠された姿を見出す鍵
秘密が知りたければ
天球儀の台座に嵌めるがよい"
"カーリアの書院","https://kamikouryaku.net/eldenring/?%E3%82%AB%E3%83%BC%E3%83%AA%E3%82%A2%E3%81%AE%E6%9B%B8%E9%99%A2","祝福「東部台地」から街道を南東へ進んだ先にあるダンジョン。
ダンジョン自体は狭く敵の数も少ないが、魔術教授ミリアムという嫌らしい敵対NPCが出現するので注意が必要。"
"デクタスの割符（左）","https://kamikouryaku.net/eldenring/?%E3%83%87%E3%82%AF%E3%82%BF%E3%82%B9%E3%81%AE%E5%89%B2%E7%AC%A6%EF%BC%88%E5%B7%A6%EF%BC%89","黄金樹の描かれた割符のメダル
その左側の半分
2つの割符を合わせ、掲げることで
アルター高原とリエーニエを繋ぐ
デクタスの大昇降機を起動できる
右側の半分は、遥か東の地
竜塚のファロス砦に納められているという"
